DateTime,AddedIPs,RemovedIPs
1470150511,0,1
1470152648,1,0
1470154841,2,1
1470156264,1,0
1470159147,1,0
1470162025,1,0
1470164189,1,1
1470166348,1,0
1470167058,30,0
1470167790,1,0
1470169222,0,1
1470169954,0,1
1470170649,0,1
1470171390,2,0
1470172822,1,0
1470174261,0,1
1470174983,0,1
1470177854,0,1
1470180009,2,1
1470182180,2,1
1470186508,2,1
1470187219,1,0
1470188646,0,1
1470192982,1,1
1470194420,0,2
1470198029,0,1
1470199457,1,0
1470200910,2,0
1470201617,1,0
1470203046,3,0
1470205943,0,1
1470207389,0,1
1470212433,2,0
1470213137,0,1
1470213855,0,1
1470216014,1,3
1470216872,8,0
1470217849,1,0
1470218450,1,0
1470220109,1,0
1470220826,1,0
1470221560,0,2
1470222981,0,1
1470226581,0,1
1470227313,0,1
1470228773,1,1
1470230194,1,0
1470231628,0,1
1470233781,0,1
1470234496,1,0
1470236665,1,0
1470237380,1,0
1470238819,0,1
1470240257,1,0
1470241001,0,1
1470242646,1,1
1470243379,2,0
1470246257,2,0
1470248446,1,0
1470249142,5,0
1470252021,1,0
1470252767,0,140
1470254907,1,0
1470263051,1,0
1470271728,1,0
1470272458,0,1
1470273850,1,0
1470275301,2,0
1470278897,0,1
1470282534,1,0
1470285387,0,1
1470286834,1,0
1470287536,1,0
1470288248,2,1
1470292103,1,0
1470292826,1,0
1470294975,1,0
1470298817,0,1
1470302418,0,4
1470303156,3,0
1470303848,0,1
1470306757,0,1
1470310346,1,0
1470311789,1,0
1470314650,2,0
1470315383,0,1
1470318256,1,0
1470318981,1,0
1470320428,0,1
1470321852,1,0
1470322578,1,1
1470324015,2,0
1470329793,0,1
1470331944,1,0
1470332647,0,1
1470334135,2,1
1470335553,1,3
1470336251,1,0
1470337730,0,1
1470339155,1,0
1470339868,3,0
1470342743,1,0
1470343450,1,0
1470347781,1,0
1470349229,0,1
1470349945,2,0
1470357161,1,0
1470360016,0,1
1470361445,0,1
1470366497,1,0
1470370603,1,1
1470372744,0,1
1470373467,1,1
1470377790,1,0
1470378498,0,1
1470380657,0,1
1470382107,2,0
1470382823,1,0
1470386419,1,0
1470389317,0,1
1470390013,6,0
1470390739,3,0
1470392954,2,0
1470394346,1,0
1470395786,1,0
1470397941,1,2
1470400099,0,1
1470401533,2,0
1470402982,2,0
1470404424,0,1
1470405154,0,1
1470408765,0,1
1470410219,0,1
1470410915,1,0
1470415231,1,0
1470415957,1,0
1470416651,0,1
1470417379,1,0
1470420257,2,0
1470421703,0,1
1470423861,2,0
1470426023,0,3
1470427458,1,0
1470429649,0,1
1470432504,1,0
1470434656,1,0
1470436124,1,1
1470437806,1,0
1470442843,0,1
1470450033,1,0
1470455052,2,0
1470463704,0,1
1470468027,0,2
1470468747,3,1
1470469448,1,0
1470475942,0,1
1470476652,2,1
1470478098,0,1
1470479565,2,1
1470480248,0,1
1470481709,0,1
1470482421,1,0
1470485308,1,0
1470487447,1,1
1470488199,1,0
1470488921,0,1
1470491784,1,0
1470494651,1,0
1470496813,0,1
1470498975,1,0
1470501147,0,1
1470501862,0,1
1470508335,0,1
1470509791,0,1
1470514814,2,0
1470516262,1,0
1470516975,1,0
1470519846,2,0
1470523454,0,1
1470526339,1,0
1470534254,2,0
1470535000,1,0
1470536437,1,0
1470541001,0,1
1470544571,1,0
1470545301,1,0
1470547446,1,0
1470548897,1,0
1470550343,1,0
1470551789,1,0
1470553944,1,0
1470554646,0,1
1470555391,0,2
1470558987,1,0
1470559937,0,1
1470560655,1,0
1470561382,0,1
1470562822,0,2
1470563553,1,0
1470564993,1,0
1470565692,0,1
1470568580,0,1
1470569307,1,0
1470570758,1,0
1470571453,1,1
1470573624,0,1
1470574345,1,0
1470579397,3,0
1470583001,1,0
1470585146,2,1
1470587305,1,1
1470589458,3,0
1470590173,1,0
1470600984,0,1
1470602420,3,2
1470603156,0,1
1470606043,1,1
1470608180,1,0
1470612497,0,1
1470613245,1,0
1470613950,1,0
1470621151,1,1
1470622584,1,1
1470626186,2,0
1470628334,1,0
1470630513,0,1
1470631475,0,1
1470634343,2,0
1470635060,0,1
1470636509,0,1
1470637227,2,0
1470638648,1,0
1470639392,2,0
1470640101,0,1
1470643693,2,0
1470645143,1,0
1470645853,1,0
1470646801,1,1
1470647557,1,0
1470649697,1,0
1470651147,0,1
1470655446,0,1
1470656195,1,0
1470656907,0,1
1470657660,0,1
1470662652,33,0
1470663390,2,0
1470664103,2,0
1470664851,1,0
1470665543,0,2
1470668469,2,0
1470669139,1,1
1470670588,1,0
1470671310,0,2
1470673008,0,1
1470673965,4,0
1470674648,1,0
1470675392,0,1
1470676106,0,1
1470677567,1,0
1470681846,3,0
1470684734,2,0
1470687614,1,0
1470688339,0,2
1470689058,2,0
1470689784,1,0
1470691214,1,0
1470691942,0,1
1470694104,1,1
1470699176,2,0
1470699860,0,1
1470707052,0,1
1470708494,0,1
1470712104,0,1
1470712840,2,0
1470715709,1,0
1470716429,1,0
1470720026,2,1
1470720745,2,0
1470722910,0,2
1470724351,1,0
1470725049,1,2
1470725781,2,0
1470728660,2,0
1470729369,1,0
1470730097,0,1
1470730841,0,2
1470731548,3,0
1470732260,1,1
1470733698,0,1
1470735854,0,2
1470747668,0,1
1470748344,0,123
1470749786,0,1
1470751238,0,1
1470754107,3,0
1470754836,1,1
1470755546,1,0
1470757001,0,1
1470759866,0,10
1470760573,2,1
1470762047,1,0
1470762753,3,0
1470764903,4,0
1470765654,3,0
1470767793,0,2
1470769939,3,0
1470770650,1,0
1470771394,1,0
1470772103,1,0
1470775007,1,0
1470776444,1,0
1470777148,0,1
1470777852,1,0
1470778597,1,0
1470782924,1,0
1470786495,2,0
1470793225,1,0
1470795387,13,0
1470801148,4,0
1470801861,1,1
1470802586,1,0
1470803316,1,0
1470804014,2,0
1470806913,3,0
1470811235,0,1
1470811946,1,0
1470813371,2,0
1470814101,1,0
1470814823,2,1
1470815549,2,0
1470817701,0,1
1470819136,2,0
1470820091,1,0
1470823697,1,0
1470824428,2,0
1470826589,1,0
1470833047,1,0
1470834500,1,0
1470839537,0,1
1470840257,1,1
1470841023,2,0
1470841703,2,1
1470842447,1,0
1470843855,2,0
1470844569,1,0
1470845346,1,0
1470848203,1,0
1470848905,0,1
1470851054,1,3
1470851769,2,2
1470854650,2,0
1470855409,1,0
1470856108,0,1
1470856844,1,1
1470857545,2,0
1470858262,3,1
1470858971,2,0
1470861209,0,1
1470862574,2,0
1470864035,0,1
1470864837,1,1
1470866032,2,0
1470866650,1,0
1470869566,1,0
1470872710,0,1
1470874116,1,0
1470874913,1,0
1470877705,1,0
1470878414,1,0
1470881297,1,60
1470882028,1,0
1470882755,3,0
1470885630,2,0
1470887052,1,1
1470889239,1,1
1470889955,0,1
1470890652,1,0
1470891373,1,0
1470894972,1,0
1470896424,2,0
1470900747,0,1
1470901452,1,0
1470904342,2,0
1470907470,1,0
1470908910,1,0
1470910336,1,1
1470911800,0,1
1470912509,1,0
